Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;;
EMPRESA DE ENERGIA DE ARAUCA  ENELAR E.S.P;892099499;Arauca;No Definido;;
MUNICIPIO DE ZARAGOZA;890981150;No Definido;No Definido;;
ALCALDÍA MUNICIPAL DE EL PASO;800096592;No Definido;No Definido;;
PERSONERIA MUNICIPAL DE INIRIDA;7180873;Guainía;Inírida;;
Contraloría Municipal de Pereira;800182573;No Definido;No Definido;;
MUNICIPIO DE ASTREA;892301541;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO SANTA ROSA DE OSOS;811010111;Antioquia;Santa Rosa De Osos;;
BATALLON DE A.S.P.C N° 30 GUASIMALES;900063431;Norte de Santander;Cúcuta;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL HUILA;8999990697;Huila;Neiva;;
INPEC EPCAMSVAL;824003186;Cesar;Valledupar;;
ALCALDÍA MUNICIPAL DE SOPO;899999468;Cundinamarca;Sopó;;
DIRECCION DE PROTECCION Y SERVICIOS ESPECIALES;9002592122;Distrito Capital de Bogotá;Bogotá;;
RECLUSION MUJERES MANIZALES;810001114;Caldas;Manizales;;
HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR E.S.E.;890701718;Tolima;Ibagué;;
SUBCUENTA PARA LA ADMON DE LOS RECURSOS Y MANEJO SPN FONAM - DTOR;901037393;Meta;Villavicencio;;
MUNICIPIO DE ZAPATOCA;890204138;No Definido;No Definido;;
MUNICIPIO DE MURINDO;890984882;Antioquia;Murindó;;
EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA - ACTIVA;901437957;Antioquia;Medellín;;
CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA;800255580;Huila;Neiva;;
EMPRESA DE SERVICIOS PUBLICOS DE TARSO S.A. E.S.P.;900270088;Antioquia;Tarso;;
TELEVISION REGIONAL DEL ORIENTE LIMITADA. CANAL TRO;807000294;No Definido;No Definido;;
GOBERNACIÓN DE SANTANDER;890201235;Santander;Bucaramanga;;
CORPORACION AUTONOMA REGIONAL DE BOYACA CORPOBOYACA;800252843;Boyacá;Tunja;;
INSTITUTO DEPARTAMENTAL DE DEPORTES DEL TOLIMA;809005065;No Definido;No Definido;;
BATALLON CORDOVA;800130675;Magdalena;Santa Marta;;
FINANCIERA DE DESARROLLO NACIONAL S.A.;860509022;Distrito Capital de Bogotá;No Definido;;
INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA;890003779;Quindío;Quimbaya;;
SENA REGIONAL GUAJIRA Grupo Mixto de Apoyo Administrativo;899999034;La Guajira;Riohacha;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MONTERIA;812001571;No Definido;No Definido;;
INSTITUCION EDUCATIVA DEPARTAMENTAL SAN MIGUEL SIBATE;832009955;Cundinamarca;Sibaté;;
E.S.E CENTRO DE SALUD DE USIACURI;802009049;Atlántico;Usiacurí;;
GOBERNACIÓN DE BOYACÁ;891800498;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE PLANEACIÓN MUNICIPAL;890399011;Valle del Cauca;Cali;;
DANE - TERRITORIAL CENTRO ORIENTE;899999027;Santander;Bucaramanga;;
PERSONERIA MUNICIPAL DE GENOVA;890000864;Quindío;Génova;;
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL BOLIVAR;899999239;Bolívar;Cartagena;;
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL DEL CAUCA;817002458;No Definido;No Definido;;
GOBERNACION DE CUNDINAMARCA SECRETARIA DE GOBIERNO;899999114;Distrito Capital de Bogotá;No Definido;;
SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.;900971006;No Definido;No Definido;;
FONDO ROTATORIO DEL DANE FONDANE-SUROCCIDENTE;800072977;Valle del Cauca;Cali;;
RECLUSION DE MUJERES DE ARMENIA;801000767;Quindío;Armenia;;
MUNICIPIO DE VICTORIA;890801151;Caldas;Manizales;;
ALCALDIA MUNICIPIO EL ROBLE;823002595;Sucre;El Roble;;
REGISTRADURIA NACIONAL DEL ESTADO CIVIL;899999040;No Definido;No Definido;;
ALCALDÍA MUNICIPAL DE TOTA;800012635;Boyacá;Tota;;
MUNICIPIO DE MANIZALES;890801053;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TUQUERRES;814001045;No Definido;No Definido;;
MUSEO CASA DE LA MEMORIA;900857221;Antioquia;Medellín;;
ICBF REGIONAL CORDOBA;899999239;Córdoba;No Definido;;
ESCUELA CONTRA LA DROGADICCION;901341579;Antioquia;Rionegro;;
DISPENSARIO MEDICO NEIVA - DIRECCION DE SANIDAD EJERCITO;830039670;Distrito Capital de Bogotá;No Definido;;
MUNICIPIO DE TAURAMENA;800012873;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE NIMAIMA;800094713;Cundinamarca;Nimaima;;
CONTRALORÍA GENERAL DEL CAUCA;891500403;Cauca;Popayán;;
DIRECCIÓN REGIONAL VIEJO CALDAS N° 6 SEDE PEREIRA;816002178;Risaralda;Pereira;;
MINISTERIO DE HACIENDA Y CREDITO PUBLICO;899999090;No Definido;No Definido;;
INSTITUTO DE ESTUDIOS DEL MINISTERIO PUBLICO;8300157281;No Definido;No Definido;;
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL CARIBE;819000759;Chocó;Acandí;;
MUNICIPIO DE ANDES;890980342;No Definido;No Definido;;
POLICIA METROPOLITANA SANTIAGO DE CALI;800140625;Caldas;Manizales;;
ALCALDIA MUNICIPAL DE LERIDA;890702034;No Definido;No Definido;;
MUNICIPIO DE VALDIVIA;890981106;No Definido;No Definido;;
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL ANDES NORORIENTALES;804001738;No Definido;No Definido;;
ASOCIACION DE MUNICIPIOS DEL ALTO SINU Y SAN JORGE;900210090;No Definido;No Definido;;
GOBERNACIÓN DEL CAUCA;891580016;No Definido;No Definido;;
CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO - NARE;890985138;Antioquia;El Santuario;;
INSTITUTO DE DEPORTE Y RECREACION DEL VICHADA;842000142;Vichada;Puerto Carreño;;
DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL;899999114;Distrito Capital de Bogotá;Bogotá;;
FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA DEPARTAMENTAL DEL ATLANTICO;802024910;Atlántico;Barranquilla;;
MINISTERIO DEL TRABAJO - DIRECCIÓN TERRITORIAL ATLÁNTICO;802000713;Atlántico;Barranquilla;;
GRUPO AÉREO DEL ORIENTE;842000080;Vichada;La Primavera;;
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA - DIR TER NOROCCIDENTE - (DANE NOROCCIDENTE);899999027;Antioquia;Medellín;;
UNIDAD PRESTADORA DE SALUD NORTE DE SANTANDER - POLICÍA METROPOLITANA DE CUCUTA;900259415;Norte de Santander;Cúcuta;;
ALCALDIA MUNICIPIO CARMEN DE CARUPA;899999367;No Definido;No Definido;;
EMPRESA DE SERVICIOS PUBLICOS DE ASEO DEL NOROESTE DE CALDAS S.A.S. E.S.P.;901052588;Caldas;Marmato;;
AGENCIA NACIONAL DE HIDROCARBUROS;830127607;No Definido;No Definido;;
ALCALDIA DE GUAYABETAL;800094701;Distrito Capital de Bogotá;No Definido;;
GOBERNACION DE CUNDINAMARCA - ALTA CONSEJERÍA PARA LA FELICIDAD;899999114;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BUGA;891301360;Valle del Cauca;Guadalajara De Buga;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE CONTRATACION PUBLICA;890399011;Valle del Cauca;Cali;;
POLICÍA NACIONAL - DEPARTAMENTO DE POLICÍA CASANARE;844000016;Casanare;Yopal;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN DE PORRES DE CHOCONTA;860024766;Cundinamarca;Chocontá;;
MUNICIPIO DE HATO;890210438;No Definido;No Definido;;
MUNICIPIO DE MIRANDA;891500841;Cauca;Miranda;;
GOBERNACION DE LA GUAJIRA;8921150151;Distrito Capital de Bogotá;Bogotá;;
CONTRALORIA GENERAL DE LA REPÚBLICA - CGR GERENCIA DEPARTAMENTAL META;899999067;Meta;Villavicencio;;
CONCEJO MUNICIPAL DE ACHI BOLÍVAR;900074562;Bolívar;Achí;;
MUNICIPIO DE FRONTINO;890983706;No Definido;No Definido;;
FONDO NACIONAL DE GARANTIAS S.A. - FNG;860402272;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO (ICA) - SECCIONAL SAN ANDRES;89999969;San Andrés, Providencia y Santa Catalina;San Andrés;;
IMPRENTA NACIONAL DE COLOMBIA;830001113;Distrito Capital de Bogotá;No Definido;;
ENTIDAD SOCIAL DEL ESTADO HOSPITAL LOCAL DE PUERTO COLOMBIA;890103406;No Definido;No Definido;;
SERVICIO AEREO A TERRITORIOS NACIONALES S.A.;8999991434;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE TULUA;821000732;Valle del Cauca;No Definido;;
ASAMBLEA DEPARTAMENTAL DE CUNDINAMARCA;899999716;Distrito Capital de Bogotá;Bogotá;;
ESCUELA DE POLICIA SIMON BOLIVAR;800141336;Valle del Cauca;Tuluá;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL SAN ANDRES;899999067;San Andrés, Providencia y Santa Catalina;San Andrés;;
ALCALDIA MUNICIPAL DE TOPAIPI;800072715;No Definido;No Definido;;
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC AVIACION;830039207;Distrito Capital de Bogotá;No Definido;;
UNIDAD PRESTADORA DE SALUD CÓRDOBA;900800975;Córdoba;Montería;;
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA - DIR TER NORTE;899999027;Atlántico;No Definido;;
MUNICIPIO DE PEQUE;890982301;No Definido;No Definido;;
EMPRESA DE SERVICIOS PUBLICOS DE HERVEO S.A.E.S.P EMPOHERVEO S.A.E.S.P;900325093;No Definido;No Definido;;
POLICIA METROPOLITANA DE NEIVA;900634185;Huila;Neiva;;
MUNICIPIO DE SAN RAFAEL;890982123;No Definido;No Definido;;
BASE NAVAL ARC SAN ANDRES;800141656;No Definido;No Definido;;
ESTABLECIMIENTO CARCELARIO PURIFICACION;809003243;Tolima;Purificación;;
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL META;800216935;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA;826002963;Boyacá;Pisba;;
MUNICIPIO DE PAYA;800065411;No Definido;No Definido;;
ALCALDIA MUNICIPIO DE EL CARMEN DE VIBORAL;890982616;No Definido;No Definido;;
EMPRESA SOCIAL DE ESTADO OCCIDENTE;900145588;No Definido;No Definido;;
MUNICIPIO DE ALBANIA;891190431;Caquetá;Albania;;
ESTABLECIMIENTO DE DESARROLLO URBANO Y MEDIO AMBIENTE DE SOLEDAD;900128208;Atlántico;Soledad;;
BASE NAVAL No. 3 ARC LEGUIZAMO;800141686;Putumayo;Leguízamo;;
INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DEL MUNICIPIO DE UBALA;832002496;Cundinamarca;Ubalá;;
ALCALDIA DE LA LOCALIDAD INDUSTRIAL Y DE LA BAHIA;890480184;Bolívar;Cartagena;;
CONTRALORIA DEPARTAMENTAL DEL VALLE DEL CAUCA;800090735;Valle del Cauca;Cali;;
ICBF REGIONAL GUAVIARE;899999239;Guaviare;No Definido;;
AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA -COLOMBIA COMPRA EFICIENTE-;900514813;Distrito Capital de Bogotá;Bogotá;;
POLICIA METROPOLITANA DE BUCARAMANGA;900233117;Santander;Bucaramanga;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DE GOBIERNO;890399011;Valle del Cauca;Cali;;
INSTITUTO FINANCIERO PARA EL DESARROLLO DE SANTANDER 1;890205565;No Definido;No Definido;;
MUNICIPIO DE TORIBIO;891500887;No Definido;No Definido;;
MUNICIPIO DE BETEITIVA BOYACA;800017288;Boyacá;Betéitiva;;
BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO;890399039;Valle del Cauca;Cali;;
GOBERNACION DEL VALLE DEL CAUCA - DADI;890399029;Valle del Cauca;Cali;;
MUNICIPIO DE CAPARRAPI;899999710;No Definido;No Definido;;
COLEGIO JORGE SOTO DEL CORRAL IED;860532537;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BUENAVENTURA - INPEC;835000452;Valle del Cauca;Buenaventura;;
ICBF REGIONAL MAGDALENA;899999239;Magdalena;No Definido;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL DE REPELON;802001292;Atlántico;Repelón;;
SENA REGIONAL QUINDIO Grupo de Apoyo Administrativo Mixto;899999034;Quindío;Armenia;;
ASAMBLEA DEPARTAMENTAL DE SANTANDER;800093948;Santander;Bucaramanga;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TUMACO;840000137;Nariño;Tumaco;;
ALCALDIA LOCAL DE BOSA;8999990615;Distrito Capital de Bogotá;Bogotá;;
HOSPITAL FEDERICO LLERAS ACOSTA DE IBAGUE TOLIMA - EMPRESA SOCIAL DEL ESTADO;890706833;Tolima;Ibagué;;
VALLECAUCANA DE AGUAS S.A. E.S.P;900333452;No Definido;No Definido;;
FISCALÍA GENERAL DE LA NACIÓN REGIONAL CARIBE;800187568;Atlántico;Barranquilla;;
CONTRALORIA GENERAL DE LA REPUBLICA-GERENCIA RISARALDA;899999067;Risaralda;Pereira;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD DE GARAGOA;820001016;Boyacá;Garagoa;;
INSTITUCION UNIVERSITARIA DE ENVIGADO;811000278;No Definido;No Definido;;
PERSONERÍA MUNICIPAL DE ZIPAQUIRA;832000349;Cundinamarca;Zipaquirá;;
MUNICIPIO DE TONA;890205581;Santander;Tona;;
ALCALDIA MUNICIPAL DE CHIA;899999172;Cundinamarca;Chía;;
DIRECCIÓN DE TRÁNSITO Y TRANSPORTE DE LA POLICÍA NACIONAL;830090486;Arauca;Arauca;;
EL INSTITUTO DE CULTURA EL CARMEN DE VIBORAL;900169143;Antioquia;Marinilla;;
CASA DEL VALLE- GOBERNACION DEL VALLE;8903990295;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL ANTIOQUIA;899999069;Antioquia;Bello;;
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CAE;8999990341;Cundinamarca;Fusagasugá;;
INSTITUTO DE LA JUVENTUD EL DEPORTE Y LA RECREACION DE BUCARAMANGA;804002166;Santander;Bucaramanga;;
PERSONERÍA MUNICIPAL DE LA VICTORIA (VALLE DEL CAUCA);800100524;Valle del Cauca;La Victoria;;
FONDO NACIONAL AMBIENTAL - MADS;830025267;Distrito Capital de Bogotá;No Definido;;
ESCUELA DE AVIACION POLICIAL;809010745;Tolima;Mariquita;;
SECRETARIA DISTRITAL DE DESARROLLO ECONOMICO;899999061;Distrito Capital de Bogotá;Bogotá;;
CONCEJO MUNICIPAL DE CONVENCION;900107647;Norte de Santander;Convención;;
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO;899999061;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL RISARALDA;899999069;Risaralda;Dosquebradas;;
CONCEJO MUNICIPAL DE BARRANCABERMEJA;829001276;Santander;Barrancabermeja;;
COMPUTADORES PARA EDUCAR;830079479;Arauca;Arauca;;
BATALLON DE INFANTERIA DE SELVA No 49;8001313625;Putumayo;Leguízamo;;
SENA REGIONAL CALDAS - CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCIÓN (OFICIAL);899999034;Caldas;Manizales;;
UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;890500622;Distrito Capital de Bogotá;Bogotá;;
GOBERNACION DEL CAQUETA;800091594;Caquetá;Florencia;;
SECRETARIA DISTRITAL DE SALUD..;899999061;No Definido;No Definido;;
INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLIN;900014480;Antioquia;Medellín;;
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO SILVA;817001129;Cauca;Silvia;;
INSTITUTO COLOMBIANO AGROPECUARIO - ICA SANTANDER;899999069;Santander;Bucaramanga;;
DEPARTAMENTO DE VICHADA;800094067;Vichada;Puerto Carreño;;
ALCALDIA MUNICIPIO DE CONFINES;890208947;Santander;Confines;;
INSTITUCION EDUCATIVA DEPARTAMENTAL FRANCISCO JOSE DE CALDAS;890680065;Cundinamarca;Pandi;;
ALCALDIA LOCAL DE ENGATIVÁ;899999061;No Definido;No Definido;;
COMANDO AEREO DE MANTENIMIENTO;800141641;No Definido;No Definido;;
COLONIA AGRICOLA ACACIAS;822001371;Meta;Acacías;;
INSTITUCION EDUCATIVA COMERCIAL NUESTRA SEÑORA DE LAS MISERICORDIAS;802004051;Atlántico;Soledad;;
MUNICIPIO DE ALBANIA LA GUAJIRA;8390003600;La Guajira;Albania;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MALAGA;804003256;Santander;Málaga;;
INSTITUCION EDUCATIVA LA GAITANA DE TIMANA HUILA;891180253;Huila;Timaná;;
MUNICIPIO DE PAUNA;891801368;No Definido;No Definido;;
CARCEL Y PENITENCIARIA CON ALTA Y MEDIA SEGURIDAD DE LA DORADA CALDAS - INPEC;810006053;Caldas;La Dorada;;
MUNICIPIO DE AGUADAS;890801132;No Definido;No Definido;;
MUNICIPIO DE CAROLINA DEL PRINCIPE;890984068;No Definido;No Definido;;
FONDO NACIONAL DEL AHORRO;899999284;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO Y ESTUDIO TÉCNICOS EN EL EXTERIOR MARIANO OSPINA PEREZ.;899999035;No Definido;No Definido;;
BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE N° 28;842000005;Vichada;Puerto Carreño;;
ALCALDÍA MUNICIPAL DE CHINAVITA;891801357;Boyacá;Chinavita;;
CONCEJO MUNICIPAL DE CIMITARRA EN SANTANDER;804005165;No Definido;No Definido;;
MINISTERIO DE EDUCACION NACIONAL (MEN);899999001;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL APIA;891409017;No Definido;No Definido;;
SECRETARIA JURIDICA DISTRITAL;899999061;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SANTA MARTA;819001461;Distrito Capital de Bogotá;Bogotá;;
SENA REGIONAL CAQUETA Grupo de Apoyo Administrativo Mixto;899999034;Distrito Capital de Bogotá;Bogotá;;
ANTIOQUIA  EMPRESA DE ASEO RETIRAR S.A E.S.P - EL RETIRO;811028985;Antioquia;Retiro;;
PERSONERIA MUNICIPAL DE TRUJILLO;900206438;Valle del Cauca;Trujillo;;
ALCALDIA MUNICIPAL DE SAN PEDRO VALLE DEL CAUCA;800100526;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE SATIVANORTE;800050791;Boyacá;Sativanorte;;
INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL ZARAGOZA;808003784;Cundinamarca;Arbeláez;;
INSTITUTO CARO Y CUERVO;899999096;No Definido;No Definido;;
Rama Judicial  Dirección Ejecutiva de Administración Judicial;800093816;Distrito Capital de Bogotá;No Definido;;
MUNICIPIO DE LENGUAZAQUE;899999330;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA DEPARTAMENTAL LA AURORA;832005107;Cundinamarca;La Calera;;
ALCALDIA MUNICIPIO DE SANTA ROSA CAUCA;800095984;No Definido;No Definido;;
CARCEL Y PENITENCIARIA DE MEDIA Y MINIMA SEGURIDAD PARA MIEMBROS DE LA FUERZA PUBLICA DE FACATATIVA - POLICIA NACIONAL;800141375;Distrito Capital de Bogotá;Bogotá;;
MINISTERIO DE TRABAJO-DIRECCION TERRITORIAL DE CASANARE;844003466;No Definido;No Definido;;
INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL RIONEGRO SUR;832006682;Cundinamarca;Caqueza;;
HOSPITAL MARIO GAITÁN YANGUAS E.S.E;800006850;No Definido;No Definido;;
INDUSTRIA MILITAR;899999044;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPAL DE GALERAS;800049826;No Definido;No Definido;;
PERSONERÍA MUNICIPAL DE APARTADÓ;890980095;Antioquia;Apartadó;;
MUNICIPIO DE EL GUAMO  BOLIVAR;890481295;No Definido;No Definido;;
Rama Judicial  Dirección Seccional de Administración Judicial de Armenia;800165939;Quindío;Armenia;;
CONTRALORIA DEPARTAMENTAL DEL VICHADA;832000034;Vichada;Puerto Carreño;;
ESE HOSPITAL LOCAL SAN JUAN DE DIOS;890801719;Caldas;Pensilvania;;
CONSERVATORIO DEL TOLIMA;890700906;No Definido;No Definido;;
ALCALDIA MUNICIPIO DE SAN JOSE DE PARE;800083233;No Definido;No Definido;;
INSTITUTO DE TRANSITO Y TRANSPORTE DE CAMPOALEGRE;901135647;Huila;Campoalegre;;
EMPRESA SOCIAL DEL ESTADO SUROCCIDENTE;900145767;Cauca;Patía;;
FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES;8605110716;No Definido;No Definido;;
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTPGA;899999034;Antioquia;Caucasia;;
ALCALDÍA MUNICIPAL DE TURBANA;890481324;No Definido;No Definido;;
GOBERNACION DE NARIÑO;800103923;Nariño;Pasto;;
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL VAUPÉS;830115226;Vaupés;Mitú;;
MUNICIPIO DE SAN LUIS DE GACENO;891802151;Boyacá;San Luis De Gaceno;;
GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES;890399029;Valle del Cauca;Cali;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE LETICIA;8380000752;Amazonas;Leticia;;
EMPRESAS PÚBLICAS MUNICIPALES DE MALAGA;890205049;Santander;Málaga;;
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - IBAGUE;800130740;Tolima;Ibagué;;
AGUAS DEL NORTE ANTIOQUEÑO S.A. E.S.P.;900232836;Antioquia;Yarumal;;
BASE NAVAL ARC ORINOQUIA;800141684;Vichada;Puerto Carreño;;
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CGI;899999034;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPAL DEL COROZAL;892280032;Distrito Capital de Bogotá;Bogotá;;
PERSONERIA DE BOGOTA;899999061;No Definido;No Definido;;
FISCALÍA GENERAL DE LA NACIÓN REGIONAL EJE CAFETERO;800187615;No Definido;No Definido;;
SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI;890999034;Cauca;Popayán;;
ALCALDIA LOCAL DE MARTIRES;899999061;No Definido;No Definido;;
UNIVERSIDAD DE LOS LLANOS;892000757;Distrito Capital de Bogotá;Bogotá;;
LOTERIA DE BOGOTA;899999270;Distrito Capital de Bogotá;No Definido;;
MUNICIPIO DE PUEBLORRICO;890981105;No Definido;No Definido;;
E.S.E. HOSPITAL MENTAL DE ANTIOQUIA-HOMO;890905166;Antioquia;Bello;;
ALCALDÍA DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS - FONDO ESPECIAL DE BOMBEROS;890480184;Bolívar;Cartagena;;
SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto;899999034;Bolívar;Cartagena;;
MINISTERIO DEL TRABAJO (MINTRABAJO) DIRECCIONAL TERRITORIAL GUAVIARE;830115226;Guaviare;San José Del Guaviare;;
FIDUCIARIA LA PREVISORA S.A.;8605251485;Distrito Capital de Bogotá;Bogotá;;
UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL;900127032;Distrito Capital de Bogotá;No Definido;;
ICBF REGIONAL VALLE DEL CAUCA;899999239;Valle del Cauca;Cali;;
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CEET;899999034;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPAL DE GUASCA;899999442;Cundinamarca;No Definido;;
INSTITUTO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL MUNICIPIO DE BUCARAMANGA;804001897;Santander;Bucaramanga;;
E.S.E HOSPITAL SAN LUIS BELTRAN;890981848;Antioquia;Envigado;;
SENA REGIONAL HUILA Grupo Administrativo CGDSS;899999034;Huila;Pitalito;;
E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL;891180026;Huila;Garzón;;
MUNICIPIO DE PIEDECUESTA;890205383;No Definido;No Definido;;
SENA REGIONAL SANTANDER Grupo Administrativo CGAO;899999034;Santander;Vélez;;
MUNICIPIO DE YOPAL;891855017;Casanare;Yopal;;
CONTRALORIA DEPARTAMENTAL DEL HUILA;800169790;Huila;Neiva;;
SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E;900959051;No Definido;No Definido;;
MINISTERIO DE TRANSPORTE;899999055;Arauca;Arauca;;
MUNICIPIO SAN JUAN NEPOMUCENO;800037175;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD DE ANDES ANTIOQUIA - INPEC;811010135;Distrito Capital de Bogotá;Bogotá;;
REGIONAL DE ASEGURAMIENTO EN SALUD N°6;811032059;Antioquia;Envigado;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PUERTO BOYACÁ;820000992;No Definido;No Definido;;
MUNICIPIO DE SORA;800019277;Boyacá;Sora;;
UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PUBLICO DE EMPLEO;900678508;Distrito Capital de Bogotá;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ROLDANILLO VALLE;821000765;Valle del Cauca;Roldanillo;;
ESAP TERRITORIAL ANTIOQUIA CHOCO;800117519;Antioquia;Medellín;;
ALCALDIA MUNICIPIO DE SIBUNDOY;891201645;Putumayo;Sibundoy;;
Institución Universitaria Digital de Antioquia;901168222;Antioquia;Medellín;;
SECRETARIA DE EDUCACION DEL DISTRITO;8999990619;Distrito Capital de Bogotá;No Definido;;
ALCALDIA MUNICIPIO DE YAGUARA;800097180;No Definido;No Definido;;
FONDO ROTATORIO DEL DANE - FONDANE - DIRECCIÓN TERRITORIAL CENTRO OCCIDENTE;800072977;Caldas;Manizales;;
UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA;900477235;Distrito Capital de Bogotá;No Definido;;
EPMSC ARMENIA - ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ARMENIA - INPEC;801000907;Quindío;Armenia;;
